"Code Commune","Libellé des communes","Typo degré de Densité","Région","Population municipale 2017","Part population Dense (1)","Part population Densité Intermédiaire (2)","Part population Peu dense (3)","Part population Très peu dense (4)",,,,
62223,Chérisy,4,32,293,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62224,Chocques,2,32,2881,0.00 %,74.67 %,25.33 %,0.00 %,,,,
62225,Clairmarais,3,32,624,0.00 %,12.05 %,79.28 %,8.67 %,,,,
62227,Clenleu,4,32,195,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62228,Clerques,3,32,327,0.00 %,0.00 %,98.73 %,1.27 %,,,,
62229,Cléty,3,32,772,0.00 %,0.00 %,99.74 %,0.26 %,,,,
62230,Colembert,3,32,942,0.00 %,0.00 %,98.52 %,1.48 %,,,,
62231,Colline-Beaumont,4,32,137,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62232,La Comté,3,32,935,0.00 %,0.00 %,99.45 %,0.55 %,,,,
62233,Conchil-le-Temple,3,32,1135,0.00 %,0.00 %,99.25 %,0.75 %,,,,
62234,Conchy-sur-Canche,3,32,216,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62235,Condette,2,32,2506,0.00 %,81.36 %,18.37 %,0.27 %,,,,
62236,Contes,3,32,331,0.00 %,0.00 %,94.49 %,5.51 %,,,,
62237,Conteville-lès-Boulogne,3,32,478,0.00 %,0.00 %,99.80 %,0.20 %,,,,
62238,Conteville-en-Ternois,4,32,91,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62239,Coquelles,2,32,2611,2.85 %,79.59 %,16.52 %,1.04 %,,,,
62240,Corbehem,2,32,2366,0.00 %,85.52 %,14.48 %,0.00 %,,,,
62241,Cormont,3,32,319,0.00 %,0.00 %,98.46 %,1.54 %,,,,
62242,Couin,4,32,113,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62243,Coullemont,3,32,122,0.00 %,0.00 %,97.50 %,2.50 %,,,,
62244,Coulogne,2,32,5372,26.08 %,71.20 %,2.29 %,0.43 %,,,,
62245,Coulomby,3,32,737,0.00 %,0.00 %,99.20 %,0.80 %,,,,
62246,Coupelle-Neuve,3,32,161,0.00 %,0.00 %,98.07 %,1.93 %,,,,
62247,Coupelle-Vieille,3,32,601,0.00 %,0.00 %,95.90 %,4.10 %,,,,
62248,Courcelles-le-Comte,3,32,461,0.00 %,0.00 %,96.88 %,3.12 %,,,,
62249,Courcelles-lès-Lens,2,32,7774,0.00 %,98.36 %,1.64 %,0.00 %,,,,
62250,Courrières,1,32,10512,82.72 %,17.18 %,0.10 %,0.00 %,,,,
62251,Courset,3,32,515,0.00 %,0.00 %,93.54 %,6.46 %,,,,
62252,La Couture,3,32,2764,0.00 %,0.00 %,99.64 %,0.36 %,,,,
62253,Couturelle,4,32,65,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62254,Coyecques,3,32,606,0.00 %,0.00 %,99.67 %,0.33 %,,,,
62255,Crémarest,3,32,786,0.00 %,0.00 %,95.16 %,4.84 %,,,,
62256,Crépy,4,32,149,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62257,Créquy,3,32,485,0.00 %,0.00 %,89.63 %,10.37 %,,,,
62258,Croisette,3,32,278,0.00 %,0.00 %,95.83 %,4.17 %,,,,
62259,Croisilles,3,32,1929,0.00 %,0.00 %,99.94 %,0.06 %,,,,
62260,Croix-en-Ternois,3,32,322,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62261,Cucq,2,32,5121,0.00 %,94.55 %,4.76 %,0.68 %,,,,
62262,Cuinchy,2,32,1741,0.00 %,98.91 %,0.00 %,1.09 %,,,,
62263,Dainville,2,32,5646,21.91 %,70.02 %,8.04 %,0.04 %,,,,
62264,Dannes,3,32,1316,0.00 %,0.00 %,99.81 %,0.19 %,,,,
62265,Delettes,3,32,1178,0.00 %,0.00 %,99.32 %,0.68 %,,,,
62266,Denier,4,32,86,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62267,Dennebrœucq,3,32,389,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62268,Desvres,2,32,4985,0.00 %,95.68 %,3.90 %,0.41 %,,,,
62269,Diéval,3,32,750,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62270,Divion,2,32,6978,0.00 %,98.30 %,1.70 %,0.00 %,,,,
62271,Dohem,3,32,828,0.00 %,0.00 %,99.75 %,0.25 %,,,,
62272,Douchy-lès-Ayette,3,32,308,0.00 %,0.00 %,99.33 %,0.67 %,,,,
62273,Doudeauville,4,32,600,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62274,Dourges,2,32,5891,1.05 %,93.79 %,5.17 %,0.00 %,,,,
62275,Douriez,3,32,326,0.00 %,0.00 %,99.08 %,0.92 %,,,,
62276,Douvrin,2,32,5407,0.00 %,89.27 %,10.73 %,0.00 %,,,,
62277,Drocourt,2,32,2936,0.00 %,93.77 %,6.23 %,0.00 %,,,,
62278,Drouvin-le-Marais,2,32,594,0.00 %,77.10 %,22.90 %,0.00 %,,,,
62279,Duisans,3,32,1309,0.00 %,0.76 %,98.78 %,0.46 %,,,,
62280,Dury,3,32,350,0.00 %,0.00 %,99.40 %,0.60 %,,,,
62281,Echinghen,3,32,390,0.00 %,15.72 %,82.62 %,1.66 %,,,,
62282,Éclimeux,4,32,176,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62283,Écoivres,3,32,131,0.00 %,0.00 %,93.94 %,6.06 %,,,,
62284,Écourt-Saint-Quentin,3,32,1672,0.00 %,0.00 %,99.76 %,0.24 %,,,,
62285,Écoust-Saint-Mein,3,32,491,0.00 %,0.00 %,99.79 %,0.21 %,,,,
62286,Ecquedecques,3,32,513,0.00 %,0.82 %,99.18 %,0.00 %,,,,
62288,Ecques,3,32,2139,0.00 %,0.00 %,98.66 %,1.34 %,,,,
62289,Écuires,3,32,717,0.00 %,0.00 %,99.42 %,0.58 %,,,,
62290,Écurie,2,32,386,0.00 %,83.77 %,16.23 %,0.00 %,,,,
62291,Éleu-dit-Leauwette,1,32,2920,100.00 %,0.00 %,0.00 %,0.00 %,,,,
62292,Elnes,3,32,914,0.00 %,0.00 %,99.78 %,0.22 %,,,,
62293,Embry,3,32,239,0.00 %,0.00 %,88.84 %,11.16 %,,,,
62295,Enquin-lez-Guinegatte,3,32,1616,0.00 %,0.00 %,98.88 %,1.12 %,,,,
62296,Enquin-sur-Baillons,3,32,280,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62297,Éperlecques,3,32,3640,0.00 %,0.00 %,98.84 %,1.16 %,,,,
62298,Épinoy,3,32,546,0.00 %,0.00 %,99.18 %,0.82 %,,,,
62299,Eps,4,32,250,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62300,Équihen-Plage,3,32,2738,0.00 %,0.00 %,99.82 %,0.18 %,,,,
62301,Équirre,3,32,76,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62302,Ergny,3,32,233,0.00 %,0.00 %,98.66 %,1.34 %,,,,
62303,Érin,3,32,234,0.00 %,0.00 %,96.43 %,3.57 %,,,,
62304,Erny-Saint-Julien,3,32,325,0.00 %,0.00 %,99.03 %,0.97 %,,,,
62306,Ervillers,3,32,399,0.00 %,0.00 %,99.21 %,0.79 %,,,,
62307,Escalles,4,32,228,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62308,Escœuilles,3,32,479,0.00 %,0.00 %,98.30 %,1.70 %,,,,
62309,Esquerdes,2,32,1629,0.00 %,88.11 %,11.89 %,0.00 %,,,,
62310,Essars,2,32,1725,0.00 %,83.89 %,16.11 %,0.00 %,,,,
62311,Estevelles,2,32,2044,0.00 %,99.76 %,0.00 %,0.24 %,,,,
62312,Estrée,3,32,290,0.00 %,0.00 %,97.91 %,2.09 %,,,,
62313,Estrée-Blanche,3,32,951,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62314,Estrée-Cauchy,3,32,373,0.00 %,0.00 %,99.44 %,0.56 %,,,,
62315,Estréelles,3,32,352,0.00 %,0.00 %,99.43 %,0.57 %,,,,
62316,Estrée-Wamin,4,32,172,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62317,Étaing,3,32,450,0.00 %,0.00 %,99.12 %,0.88 %,,,,
62318,Étaples,2,32,10865,0.00 %,97.62 %,1.93 %,0.46 %,,,,
62319,Éterpigny,4,32,258,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62320,Étrun,2,32,314,0.00 %,50.16 %,49.84 %,0.00 %,,,,
62321,Évin-Malmaison,2,32,4551,0.00 %,95.66 %,4.34 %,0.00 %,,,,
62322,Famechon,4,32,120,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62323,Fampoux,2,32,1181,0.00 %,84.16 %,15.84 %,0.00 %,,,,
62324,Farbus,2,32,557,0.00 %,78.11 %,21.89 %,0.00 %,,,,
62325,Fauquembergues,3,32,984,0.00 %,0.00 %,99.79 %,0.21 %,,,,
62326,Favreuil,4,32,237,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62327,Febvin-Palfart,3,32,600,0.00 %,0.00 %,65.68 %,34.32 %,,,,
62328,Ferfay,3,32,912,0.00 %,0.00 %,99.53 %,0.47 %,,,,
62329,Ferques,3,32,1802,0.00 %,0.00 %,99.83 %,0.17 %,,,,
62330,Festubert,2,32,1313,0.00 %,86.75 %,12.80 %,0.45 %,,,,
62331,Feuchy,2,32,1028,0.00 %,89.56 %,2.27 %,8.18 %,,,,
62332,Ficheux,3,32,523,0.00 %,0.00 %,99.18 %,0.82 %,,,,
62333,Fiefs,3,32,385,0.00 %,0.00 %,97.86 %,2.14 %,,,,
62334,Fiennes,3,32,891,0.00 %,0.00 %,98.87 %,1.13 %,,,,
62335,Fillièvres,3,32,509,0.00 %,0.00 %,99.42 %,0.58 %,,,,
62336,Fléchin,3,32,479,0.00 %,0.00 %,99.38 %,0.63 %,,,,
62337,Flers,4,32,225,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62338,Fleurbaix,2,32,2732,0.00 %,74.75 %,25.25 %,0.00 %,,,,
62339,Fleury,4,32,122,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62340,Floringhem,2,32,898,0.00 %,71.39 %,26.68 %,1.93 %,,,,
62341,Foncquevillers,3,32,435,0.00 %,0.00 %,98.85 %,1.15 %,,,,
62342,Fontaine-lès-Boulans,4,32,100,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62343,Fontaine-lès-Croisilles,4,32,278,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62344,Fontaine-lès-Hermans,3,32,108,0.00 %,0.00 %,97.03 %,2.97 %,,,,
62345,Fontaine-l'Étalon,4,32,102,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62346,Fortel-en-Artois,4,32,211,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62347,Fosseux,3,32,136,0.00 %,0.00 %,99.29 %,0.71 %,,,,
62348,Foufflin-Ricametz,4,32,160,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62349,Fouquereuil,2,32,1570,0.00 %,89.99 %,10.01 %,0.00 %,,,,
62350,Fouquières-lès-Béthune,2,32,1060,0.00 %,94.08 %,5.92 %,0.00 %,,,,
62351,Fouquières-lès-Lens,1,32,6362,100.00 %,0.00 %,0.00 %,0.00 %,,,,
62352,Framecourt,3,32,105,0.00 %,0.00 %,97.94 %,2.06 %,,,,
62353,Frémicourt,4,32,244,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62354,Frencq,3,32,843,0.00 %,0.00 %,77.52 %,22.48 %,,,,
62355,Fresnes-lès-Montauban,3,32,572,0.00 %,0.00 %,99.83 %,0.17 %,,,,
62356,Fresnicourt-le-Dolmen,3,32,772,0.00 %,0.00 %,99.63 %,0.37 %,,,,
62357,Fresnoy,4,32,69,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62358,Fresnoy-en-Gohelle,4,32,214,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62359,Fressin,3,32,575,0.00 %,0.00 %,95.95 %,4.05 %,,,,
62360,Fréthun,3,32,1322,0.00 %,0.00 %,99.93 %,0.07 %,,,,
62361,Frévent,3,32,3570,0.00 %,0.00 %,99.51 %,0.49 %,,,,
62362,Frévillers,4,32,239,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62363,Frévin-Capelle,3,32,380,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62364,Fruges,3,32,2371,0.00 %,0.00 %,97.29 %,2.71 %,,,,
62365,Galametz,3,32,199,0.00 %,0.00 %,98.39 %,1.61 %,,,,
62366,Gauchin-Légal,3,32,321,0.00 %,0.00 %,98.23 %,1.77 %,,,,
62367,Gauchin-Verloingt,2,32,838,0.00 %,74.42 %,23.95 %,1.62 %,,,,
62368,Gaudiempré,4,32,199,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62369,Gavrelle,3,32,627,0.00 %,0.00 %,99.53 %,0.47 %,,,,
62370,Gennes-Ivergny,4,32,128,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62371,Givenchy-en-Gohelle,2,32,1947,0.00 %,86.46 %,13.34 %,0.20 %,,,,
62372,Givenchy-le-Noble,3,32,150,0.00 %,0.00 %,98.73 %,1.27 %,,,,
62373,Givenchy-lès-la-Bassée,2,32,1012,0.00 %,92.00 %,6.36 %,1.64 %,,,,
62374,Gomiécourt,4,32,156,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62375,Gommecourt,3,32,96,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62376,Gonnehem,3,32,2536,0.00 %,39.53 %,59.68 %,0.79 %,,,,
62377,Gosnay,2,32,951,0.00 %,96.85 %,3.15 %,0.00 %,,,,
62378,Gouves,3,32,197,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62379,Gouy-en-Artois,3,32,330,0.00 %,0.00 %,97.16 %,2.84 %,,,,
62380,Gouy-Servins,3,32,344,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62381,Gouy-en-Ternois,4,32,133,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62382,Gouy-Saint-André,3,32,643,0.00 %,0.00 %,97.67 %,2.33 %,,,,
62383,Gouy-sous-Bellonne,2,32,1368,0.00 %,68.66 %,31.34 %,0.00 %,,,,
62384,Graincourt-lès-Havrincourt,3,32,638,0.00 %,0.00 %,97.05 %,2.95 %,,,,
62385,Grand-Rullecourt,3,32,410,0.00 %,0.00 %,98.64 %,1.36 %,,,,
62386,Grenay,2,32,6932,0.00 %,99.68 %,0.32 %,0.00 %,,,,
62387,Grévillers,3,32,365,0.00 %,0.00 %,99.08 %,0.92 %,,,,
62388,Grigny,3,32,296,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62389,Grincourt-lès-Pas,4,32,30,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62390,Groffliers,3,32,1508,0.00 %,0.00 %,99.32 %,0.68 %,,,,
62391,Guarbecque,2,32,1425,0.00 %,88.10 %,11.00 %,0.90 %,,,,
62392,Guémappe,3,32,336,0.00 %,0.00 %,99.72 %,0.28 %,,,,
62393,Guemps,3,32,1092,0.00 %,2.43 %,96.31 %,1.26 %,,,,
62395,Guigny,4,32,139,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62396,Guinecourt,4,32,17,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62397,Guînes,2,32,5626,0.00 %,92.45 %,6.53 %,1.02 %,,,,
62398,Guisy,2,32,270,0.00 %,89.20 %,1.74 %,9.06 %,,,,
62399,Habarcq,3,32,676,0.00 %,0.00 %,99.28 %,0.72 %,,,,
62400,Haillicourt,2,32,4886,0.00 %,96.62 %,3.38 %,0.00 %,,,,
62401,Haisnes,2,32,4337,0.00 %,96.02 %,3.87 %,0.12 %,,,,
62402,Halinghen,4,32,325,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62403,Hallines,2,32,1195,0.00 %,87.48 %,12.52 %,0.00 %,,,,
62404,Halloy,4,32,217,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62405,Hamblain-les-Prés,2,32,504,0.00 %,70.07 %,29.11 %,0.82 %,,,,
62406,Hamelincourt,3,32,255,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62407,Ham-en-Artois,3,32,992,0.00 %,0.00 %,99.28 %,0.72 %,,,,
62408,Hames-Boucres,3,32,1469,0.00 %,30.25 %,67.16 %,2.59 %,,,,
62409,Hannescamps,4,32,196,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62410,Haplincourt,4,32,184,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62411,Haravesnes,4,32,50,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62412,Hardinghen,3,32,1210,0.00 %,0.00 %,98.98 %,1.02 %,,,,
62413,Harnes,1,32,12354,85.76 %,13.77 %,0.41 %,0.05 %,,,,
62414,Haucourt,3,32,238,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62415,Haute-Avesnes,3,32,445,0.00 %,0.00 %,99.28 %,0.72 %,,,,
62416,Hautecloque,3,32,218,0.00 %,0.00 %,81.22 %,18.78 %,,,,
62418,Hauteville,3,32,316,0.00 %,0.00 %,99.05 %,0.95 %,,,,
62419,Haut-Loquin,3,32,185,0.00 %,0.00 %,93.92 %,6.08 %,,,,
62421,Havrincourt,3,32,403,0.00 %,0.00 %,95.99 %,4.01 %,,,,
62422,Hébuterne,3,32,524,0.00 %,0.00 %,99.64 %,0.36 %,,,,
62423,Helfaut,3,32,1697,0.00 %,44.06 %,55.64 %,0.30 %,,,,
62424,Hendecourt-lès-Cagnicourt,3,32,312,0.00 %,0.00 %,98.74 %,1.26 %,,,,
62425,Hendecourt-lès-Ransart,4,32,135,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62426,Héninel,3,32,177,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62427,Hénin-Beaumont,1,32,26022,73.66 %,24.13 %,2.22 %,0.00 %,,,,
62428,Hénin-sur-Cojeul,3,32,527,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62429,Henneveux,3,32,300,0.00 %,0.00 %,94.97 %,5.03 %,,,,
62430,Hénu,4,32,164,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62432,Herbinghen,3,32,378,0.00 %,0.00 %,93.87 %,6.13 %,,,,
62433,Héricourt,3,32,95,0.00 %,0.00 %,97.92 %,2.08 %,,,,
62434,La Herlière,3,32,149,0.00 %,0.00 %,90.78 %,9.22 %,,,,
62435,Herlincourt,3,32,104,0.00 %,0.00 %,97.17 %,2.83 %,,,,
62436,Herlin-le-Sec,4,32,171,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62437,Herly,4,32,313,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62438,Hermaville,3,32,540,0.00 %,0.00 %,99.64 %,0.36 %,,,,
62439,Hermelinghen,3,32,422,0.00 %,0.00 %,91.59 %,8.41 %,,,,
62440,Hermies,3,32,1180,0.00 %,0.00 %,96.89 %,3.11 %,,,,
62441,Hermin,4,32,213,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62442,Hernicourt,3,32,567,0.00 %,0.00 %,94.94 %,5.06 %,,,,
62443,Hersin-Coupigny,2,32,6245,0.00 %,95.59 %,3.95 %,0.46 %,,,,
62444,Hervelinghen,4,32,232,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62445,Hesdigneul-lès-Béthune,2,32,822,0.00 %,84.96 %,15.04 %,0.00 %,,,,
62446,Hesdigneul-lès-Boulogne,2,32,677,0.00 %,50.04 %,48.92 %,1.04 %,,,,
62447,Hesdin,2,32,2225,0.00 %,100.00 %,0.00 %,0.00 %,,,,
62448,Hesdin-l'Abbé,2,32,1863,0.00 %,66.65 %,32.88 %,0.48 %,,,,
62449,Hesmond,3,32,165,0.00 %,0.00 %,96.99 %,3.01 %,,,,
62450,Hestrus,4,32,243,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62451,Heuchin,3,32,529,0.00 %,0.00 %,99.40 %,0.60 %,,,,
62452,Heuringhem,3,32,1339,0.00 %,0.00 %,99.42 %,0.58 %,,,,
62453,Hézecques,3,32,122,0.00 %,0.00 %,97.37 %,2.63 %,,,,
62454,Hinges,3,32,2452,0.00 %,0.00 %,99.80 %,0.20 %,,,,
62455,Hocquinghen,3,32,112,0.00 %,0.00 %,96.36 %,3.64 %,,,,
62456,Houchin,2,32,718,0.00 %,86.14 %,11.09 %,2.77 %,,,,
62457,Houdain,2,32,7246,0.00 %,99.13 %,0.87 %,0.00 %,,,,
62458,Houlle,3,32,1127,0.00 %,0.00 %,99.29 %,0.71 %,,,,
62459,Houvin-Houvigneul,4,32,232,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62460,Hubersent,4,32,269,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62461,Huby-Saint-Leu,2,32,886,0.00 %,86.72 %,10.25 %,3.03 %,,,,
62462,Huclier,4,32,137,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62463,Hucqueliers,3,32,464,0.00 %,0.00 %,98.62 %,1.38 %,,,,
62464,Hulluch,2,32,3448,0.00 %,95.09 %,4.74 %,0.17 %,,,,
62465,Humbercamps,4,32,218,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62466,Humbert,3,32,232,0.00 %,0.00 %,95.92 %,4.08 %,,,,
62467,Humerœuille,3,32,176,0.00 %,0.00 %,98.81 %,1.19 %,,,,
62468,Humières,4,32,229,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62469,Inchy-en-Artois,3,32,624,0.00 %,0.00 %,99.68 %,0.32 %,,,,
62470,Incourt,4,32,86,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62471,Bellinghem,3,32,1070,0.00 %,0.00 %,99.72 %,0.28 %,,,,
62472,Inxent,3,32,162,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62473,Isbergues,2,32,8845,0.00 %,90.44 %,9.46 %,0.10 %,,,,
62474,Isques,2,32,1153,0.00 %,72.79 %,25.76 %,1.45 %,,,,
62475,Ivergny,4,32,259,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62476,Izel-lès-Équerchin,3,32,1011,0.00 %,0.00 %,99.22 %,0.78 %,,,,
62477,Izel-lès-Hameau,3,32,727,0.00 %,0.00 %,98.90 %,1.10 %,,,,
62478,Journy,3,32,287,0.00 %,0.00 %,98.34 %,1.66 %,,,,
62479,Labeuvrière,2,32,1645,0.00 %,82.35 %,17.65 %,0.00 %,,,,
62480,Labourse,2,32,2847,0.00 %,95.32 %,4.68 %,0.00 %,,,,
62481,Labroye,3,32,165,0.00 %,0.00 %,98.04 %,1.96 %,,,,
62483,Lacres,3,32,247,0.00 %,0.00 %,96.53 %,3.47 %,,,,
62484,Lagnicourt-Marcel,3,32,331,0.00 %,0.00 %,99.69 %,0.31 %,,,,
62485,Laires,3,32,364,0.00 %,0.00 %,99.15 %,0.85 %,,,,
62486,Lambres,2,32,1061,0.00 %,65.20 %,34.80 %,0.00 %,,,,
62487,Landrethun-le-Nord,3,32,1299,0.00 %,0.00 %,99.77 %,0.23 %,,,,
62488,Landrethun-lès-Ardres,3,32,753,0.00 %,0.00 %,98.96 %,1.04 %,,,,
62489,Lapugnoy,2,32,3459,0.00 %,92.79 %,6.98 %,0.23 %,,,,
62490,Lattre-Saint-Quentin,4,32,267,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62491,Laventie,2,32,4994,0.00 %,72.45 %,27.27 %,0.27 %,,,,
62492,Lebiez,3,32,250,0.00 %,0.00 %,95.98 %,4.02 %,,,,
62493,Lebucquière,3,32,234,0.00 %,0.00 %,99.26 %,0.74 %,,,,
62494,Léchelle,4,32,49,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62495,Ledinghem,3,32,338,0.00 %,0.00 %,80.91 %,19.09 %,,,,
62496,Lefaux,4,32,238,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62497,Leforest,2,32,7167,0.00 %,99.64 %,0.36 %,0.00 %,,,,
62498,Lens,1,32,31415,92.93 %,7.05 %,0.02 %,0.00 %,,,,
62499,Lépine,4,32,273,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62500,Lespesses,3,32,405,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62501,Lespinoy,3,32,222,0.00 %,0.00 %,99.14 %,0.86 %,,,,
62502,Lestrem,2,32,4532,0.00 %,51.97 %,47.99 %,0.04 %,,,,
62503,Leubringhen,4,32,295,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62504,Leulinghem,3,32,252,0.00 %,0.00 %,77.58 %,22.42 %,,,,
62505,Leulinghen-Bernes,3,32,470,0.00 %,0.00 %,99.08 %,0.92 %,,,,
62506,Licques,3,32,1631,0.00 %,0.00 %,84.47 %,15.53 %,,,,
62507,Liencourt,3,32,291,0.00 %,0.00 %,99.68 %,0.32 %,,,,
62508,Lières,3,32,380,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62509,Liettres,3,32,327,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62510,Liévin,1,32,30785,90.24 %,9.32 %,0.44 %,0.00 %,,,,
62511,Lignereuil,4,32,137,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62512,Ligny-lès-Aire,3,32,598,0.00 %,0.00 %,99.83 %,0.17 %,,,,
62513,Ligny-sur-Canche,3,32,194,0.00 %,0.00 %,98.98 %,1.02 %,,,,
62514,Ligny-Saint-Flochel,3,32,258,0.00 %,0.00 %,98.79 %,1.21 %,,,,
62515,Ligny-Thilloy,3,32,532,0.00 %,0.00 %,99.05 %,0.95 %,,,,
62516,Lillers,2,32,9931,0.00 %,78.06 %,21.65 %,0.29 %,,,,
62517,Linghem,3,32,205,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62518,Linzeux,4,32,153,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62519,Lisbourg,3,32,591,0.00 %,0.00 %,98.64 %,1.36 %,,,,
62520,Locon,2,32,2465,0.00 %,56.29 %,43.71 %,0.00 %,,,,
62521,La Loge,3,32,201,0.00 %,0.00 %,99.03 %,0.97 %,,,,
62522,Loison-sur-Créquoise,3,32,266,0.00 %,0.00 %,98.07 %,1.93 %,,,,
62523,Loison-sous-Lens,1,32,5410,85.49 %,14.28 %,0.24 %,0.00 %,,,,
62524,Longfossé,3,32,1452,0.00 %,47.12 %,51.14 %,1.73 %,,,,
62525,Longuenesse,2,32,11023,0.00 %,94.79 %,5.21 %,0.00 %,,,,
62526,Longueville,3,32,138,0.00 %,0.00 %,93.21 %,6.79 %,,,,
62527,Longvilliers,3,32,247,0.00 %,0.00 %,96.65 %,3.35 %,,,,
62528,Loos-en-Gohelle,2,32,6751,3.10 %,94.43 %,2.38 %,0.09 %,,,,
62529,Lorgies,3,32,1586,0.00 %,0.00 %,99.63 %,0.37 %,,,,
62530,Lottinghen,3,32,545,0.00 %,0.00 %,96.23 %,3.77 %,,,,
62531,Louches,3,32,960,0.00 %,1.77 %,96.15 %,2.08 %,,,,
62532,Lozinghem,2,32,1262,0.00 %,89.90 %,10.10 %,0.00 %,,,,
62533,Lugy,3,32,147,0.00 %,0.00 %,94.96 %,5.04 %,,,,
62534,Lumbres,3,32,3626,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62535,La Madelaine-sous-Montreuil,3,32,161,0.00 %,0.00 %,99.36 %,0.64 %,,,,
62536,Magnicourt-en-Comte,3,32,649,0.00 %,0.00 %,85.32 %,14.68 %,,,,
62537,Magnicourt-sur-Canche,4,32,117,0.00 %,0.00 %,0.00 %,100.00 %,,,,
62538,Maintenay,3,32,426,0.00 %,0.00 %,97.30 %,2.70 %,,,,
62539,Maisnil,3,32,242,0.00 %,0.00 %,100.00 %,0.00 %,,,,
62540,Maisnil-lès-Ruitz,2,32,1680,0.00 %,94.73 %,5.09 %,0.18 %,,,,
