"Code Commune","Libellé des communes","Typo degré de Densité","Région","Population municipale 2017","Part population Dense (1)","Part population Densité Intermédiaire (2)","Part population Peu dense (3)","Part population Très peu dense (4)",,,,
06060,Falicon,2,93,1992,0.00 %,89.72 %,10.03 %,0.24 %,,,,
06061,Les Ferres,4,93,105,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06062,Fontan,3,93,341,0.00 %,0.00 %,86.49 %,13.51 %,,,,
06063,Gars,4,93,72,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06064,Gattières,2,93,4117,0.00 %,90.64 %,9.36 %,0.00 %,,,,
06065,La Gaude,2,93,6623,0.00 %,91.45 %,8.55 %,0.00 %,,,,
06066,Gilette,3,93,1596,0.00 %,0.00 %,96.59 %,3.41 %,,,,
06067,Gorbio,3,93,1549,0.00 %,48.80 %,50.79 %,0.41 %,,,,
06068,Gourdon,3,93,381,0.00 %,0.00 %,69.39 %,30.61 %,,,,
06069,Grasse,2,93,50396,0.00 %,98.26 %,1.70 %,0.04 %,,,,
06070,Gréolières,3,93,586,0.00 %,0.00 %,55.49 %,44.51 %,,,,
06071,Guillaumes,4,93,631,0.00 %,0.00 %,13.37 %,86.63 %,,,,
06072,Ilonse,4,93,193,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06073,Isola,3,93,681,0.00 %,0.00 %,58.67 %,41.33 %,,,,
06074,Lantosque,3,93,1312,0.00 %,0.00 %,90.26 %,9.74 %,,,,
06075,Levens,3,93,4738,0.00 %,0.00 %,99.50 %,0.50 %,,,,
06076,Lieuche,4,93,46,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06077,Lucéram,3,93,1284,0.00 %,0.00 %,81.51 %,18.49 %,,,,
06078,Malaussène,4,93,311,0.00 %,0.00 %,46.13 %,53.87 %,,,,
06079,Mandelieu-la-Napoule,1,93,22452,71.52 %,25.78 %,2.58 %,0.12 %,,,,
06080,Marie,4,93,105,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06081,Le Mas,4,93,155,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06082,Massoins,3,93,102,0.00 %,0.00 %,93.81 %,6.19 %,,,,
06083,Menton,2,93,28958,0.00 %,98.72 %,1.17 %,0.10 %,,,,
06084,Mouans-Sartoux,2,93,9701,0.00 %,95.85 %,3.91 %,0.25 %,,,,
06085,Mougins,2,93,19473,31.51 %,63.80 %,4.59 %,0.10 %,,,,
06086,Moulinet,4,93,273,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06087,Les Mujouls,4,93,51,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06088,Nice,1,93,340017,95.91 %,3.71 %,0.38 %,0.00 %,,,,
06089,Opio,2,93,2214,0.00 %,63.34 %,36.32 %,0.34 %,,,,
06090,Pégomas,2,93,7972,0.00 %,98.81 %,1.07 %,0.12 %,,,,
06091,Peille,3,93,2376,0.00 %,0.00 %,93.60 %,6.40 %,,,,
06092,Peillon,3,93,1457,0.00 %,9.88 %,89.57 %,0.54 %,,,,
06093,La Penne,4,93,221,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06094,Péone,3,93,787,0.00 %,0.00 %,74.47 %,25.53 %,,,,
06095,Peymeinade,2,93,8151,0.00 %,98.62 %,1.31 %,0.07 %,,,,
06096,Pierlas,4,93,103,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06097,Pierrefeu,3,93,324,0.00 %,0.00 %,98.41 %,1.59 %,,,,
06098,Puget-Rostang,4,93,129,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06099,Puget-Théniers,3,93,1880,0.00 %,0.00 %,96.19 %,3.81 %,,,,
06100,Revest-les-Roches,4,93,235,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06101,Rigaud,4,93,211,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06102,Rimplas,4,93,91,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06103,Roquebillière,3,93,1841,0.00 %,0.00 %,91.37 %,8.63 %,,,,
06104,Roquebrune-Cap-Martin,2,93,12639,0.00 %,98.11 %,1.58 %,0.31 %,,,,
06105,Roquefort-les-Pins,2,93,6762,0.00 %,92.45 %,7.38 %,0.17 %,,,,
06106,Roquestéron,3,93,581,0.00 %,0.00 %,59.98 %,40.02 %,,,,
06107,La Roque-en-Provence,3,93,77,0.00 %,0.00 %,51.92 %,48.08 %,,,,
06108,La Roquette-sur-Siagne,2,93,5390,36.11 %,62.21 %,1.68 %,0.00 %,,,,
06109,La Roquette-sur-Var,3,93,940,0.00 %,0.00 %,99.57 %,0.43 %,,,,
06110,Roubion,4,93,121,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06111,Roure,4,93,173,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06112,Le Rouret,2,93,3999,0.00 %,94.60 %,5.33 %,0.07 %,,,,
06113,Sainte-Agnès,2,93,1328,0.00 %,83.35 %,15.26 %,1.39 %,,,,
06114,Saint-André-de-la-Roche,1,93,5458,60.50 %,39.02 %,0.48 %,0.00 %,,,,
06115,Saint-Antonin,4,93,93,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06116,Saint-Auban,4,93,222,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06117,Saint-Blaise,3,93,1019,0.00 %,0.00 %,98.84 %,1.16 %,,,,
06118,Saint-Cézaire-sur-Siagne,3,93,3908,0.00 %,0.05 %,98.32 %,1.63 %,,,,
06119,Saint-Dalmas-le-Selvage,4,93,118,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06120,Saint-Étienne-de-Tinée,3,93,1531,0.00 %,0.00 %,85.79 %,14.21 %,,,,
06121,Saint-Jean-Cap-Ferrat,3,93,1573,0.00 %,0.00 %,99.11 %,0.89 %,,,,
06122,Saint-Jeannet,2,93,4128,0.00 %,88.68 %,11.04 %,0.27 %,,,,
06123,Saint-Laurent-du-Var,1,93,28453,88.97 %,9.77 %,1.26 %,0.00 %,,,,
06124,Saint-Léger,4,93,51,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06125,Saint-Martin-d'Entraunes,4,93,142,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06126,Saint-Martin-du-Var,3,93,3000,0.00 %,0.00 %,99.62 %,0.38 %,,,,
06127,Saint-Martin-Vésubie,3,93,1411,0.00 %,0.00 %,97.24 %,2.76 %,,,,
06128,Saint-Paul-de-Vence,2,93,3477,0.00 %,87.66 %,12.34 %,0.00 %,,,,
06129,Saint-Sauveur-sur-Tinée,4,93,308,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06130,Saint-Vallier-de-Thiey,3,93,3594,0.00 %,0.00 %,98.04 %,1.96 %,,,,
06131,Sallagriffon,4,93,49,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06132,Saorge,3,93,459,0.00 %,0.00 %,81.84 %,18.16 %,,,,
06133,Sauze,4,93,70,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06134,Séranon,4,93,526,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06135,Sigale,4,93,198,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06136,Sospel,3,93,3831,0.00 %,0.00 %,98.77 %,1.23 %,,,,
06137,Spéracèdes,2,93,1264,0.00 %,97.26 %,2.14 %,0.59 %,,,,
06138,Théoule-sur-Mer,3,93,1413,0.00 %,0.00 %,99.14 %,0.86 %,,,,
06139,Thiéry,4,93,106,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06140,Le Tignet,2,93,3146,0.00 %,87.44 %,11.94 %,0.63 %,,,,
06141,Toudon,4,93,344,0.00 %,0.00 %,15.27 %,84.73 %,,,,
06142,Touët-de-l'Escarène,3,93,282,0.00 %,0.00 %,82.15 %,17.85 %,,,,
06143,Touët-sur-Var,3,93,672,0.00 %,0.00 %,90.51 %,9.49 %,,,,
06144,La Tour,4,93,567,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06145,Tourette-du-Château,4,93,130,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06146,Tournefort,4,93,167,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06147,Tourrette-Levens,2,93,4951,0.00 %,87.95 %,11.74 %,0.30 %,,,,
06148,Tourrettes-sur-Loup,2,93,3999,0.00 %,59.69 %,40.05 %,0.26 %,,,,
06149,La Trinité,1,93,10017,72.83 %,20.11 %,6.96 %,0.10 %,,,,
06150,La Turbie,2,93,3063,0.00 %,78.33 %,21.67 %,0.00 %,,,,
06151,Utelle,3,93,873,0.00 %,0.00 %,65.19 %,34.81 %,,,,
06152,Valbonne,2,93,13325,0.00 %,94.28 %,5.64 %,0.08 %,,,,
06153,Valdeblore,3,93,853,0.00 %,0.00 %,92.63 %,7.37 %,,,,
06154,Valderoure,3,93,452,0.00 %,0.00 %,73.60 %,26.40 %,,,,
06155,Vallauris,1,93,26672,93.84 %,5.83 %,0.33 %,0.00 %,,,,
06156,Venanson,3,93,159,0.00 %,0.00 %,95.02 %,4.98 %,,,,
06157,Vence,2,93,18465,0.00 %,98.57 %,1.15 %,0.27 %,,,,
06158,Villars-sur-Var,3,93,761,0.00 %,0.00 %,90.26 %,9.74 %,,,,
06159,Villefranche-sur-Mer,1,93,5091,68.42 %,22.79 %,8.78 %,0.00 %,,,,
06160,Villeneuve-d'Entraunes,4,93,80,0.00 %,0.00 %,0.00 %,100.00 %,,,,
06161,Villeneuve-Loubet,1,93,15241,75.15 %,21.59 %,3.10 %,0.15 %,,,,
06162,La Brigue,3,93,700,0.00 %,0.00 %,77.64 %,22.36 %,,,,
06163,Tende,3,93,2178,0.00 %,0.00 %,91.59 %,8.41 %,,,,
07001,Accons,3,84,382,0.00 %,0.00 %,84.52 %,15.48 %,,,,
07002,Ailhon,3,84,554,0.00 %,0.00 %,92.20 %,7.80 %,,,,
07003,Aizac,3,84,169,0.00 %,0.00 %,88.86 %,11.14 %,,,,
07004,Ajoux,4,84,77,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07005,Alba-la-Romaine,3,84,1444,0.00 %,0.00 %,82.82 %,17.18 %,,,,
07006,Albon-d'Ardèche,4,84,159,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07007,Alboussière,3,84,1004,0.00 %,0.00 %,94.40 %,5.60 %,,,,
07008,Alissas,3,84,1479,0.00 %,0.00 %,97.99 %,2.01 %,,,,
07009,Andance,3,84,1185,0.00 %,0.00 %,99.15 %,0.85 %,,,,
07010,Annonay,2,84,16345,0.00 %,96.17 %,3.54 %,0.29 %,,,,
07011,Vallées-d'Antraigues-Asperjoc,3,84,947,0.00 %,0.00 %,88.11 %,11.89 %,,,,
07012,Arcens,4,84,376,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07013,Ardoix,3,84,1262,0.00 %,0.00 %,95.08 %,4.92 %,,,,
07014,Arlebosc,3,84,331,0.00 %,0.00 %,83.43 %,16.57 %,,,,
07015,Arras-sur-Rhône,3,84,520,0.00 %,0.00 %,98.48 %,1.52 %,,,,
07017,Les Assions,3,84,740,0.00 %,0.00 %,95.46 %,4.54 %,,,,
07018,Astet,4,84,42,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07019,Aubenas,2,84,12172,0.00 %,94.10 %,5.87 %,0.02 %,,,,
07020,Aubignas,3,84,469,0.00 %,0.00 %,92.80 %,7.20 %,,,,
07022,Baix,3,84,1164,0.00 %,0.00 %,97.06 %,2.94 %,,,,
07023,Balazuc,3,84,377,0.00 %,0.00 %,91.18 %,8.82 %,,,,
07024,Banne,3,84,666,0.00 %,0.00 %,69.65 %,30.35 %,,,,
07025,Barnas,4,84,207,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07026,Le Béage,4,84,255,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07027,Beauchastel,2,84,1822,0.00 %,87.96 %,11.72 %,0.32 %,,,,
07028,Beaulieu,3,84,498,0.00 %,0.00 %,77.11 %,22.89 %,,,,
07029,Beaumont,4,84,244,0.00 %,0.00 %,1.27 %,98.73 %,,,,
07030,Beauvène,4,84,210,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07031,Berrias-et-Casteljau,3,84,762,0.00 %,0.00 %,84.86 %,15.14 %,,,,
07032,Berzème,4,84,174,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07033,Bessas,4,84,216,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07034,Bidon,4,84,241,0.00 %,0.00 %,0.78 %,99.22 %,,,,
07035,Boffres,3,84,633,0.00 %,0.00 %,75.17 %,24.83 %,,,,
07036,Bogy,3,84,434,0.00 %,0.00 %,78.12 %,21.88 %,,,,
07037,Borée,4,84,151,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07038,Borne,4,84,51,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07039,Bozas,3,84,245,0.00 %,0.00 %,64.37 %,35.63 %,,,,
07040,Boucieu-le-Roi,3,84,269,0.00 %,0.00 %,52.40 %,47.60 %,,,,
07041,Boulieu-lès-Annonay,2,84,2300,0.00 %,76.73 %,23.01 %,0.26 %,,,,
07042,Bourg-Saint-Andéol,2,84,7116,0.00 %,91.32 %,7.62 %,1.06 %,,,,
07044,Brossainc,3,84,279,0.00 %,0.00 %,98.87 %,1.13 %,,,,
07045,Burzet,3,84,439,0.00 %,0.00 %,69.25 %,30.75 %,,,,
07047,Cellier-du-Luc,4,84,77,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07048,Chalencon,3,84,311,0.00 %,0.00 %,68.54 %,31.46 %,,,,
07049,Le Chambon,4,84,46,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07050,Chambonas,3,84,905,0.00 %,0.00 %,96.52 %,3.48 %,,,,
07051,Champagne,2,84,598,0.00 %,91.21 %,5.97 %,2.82 %,,,,
07052,Champis,3,84,623,0.00 %,0.00 %,89.25 %,10.75 %,,,,
07053,Chandolas,3,84,506,0.00 %,0.00 %,82.33 %,17.67 %,,,,
07054,Chanéac,3,84,256,0.00 %,0.00 %,58.19 %,41.81 %,,,,
07055,Charmes-sur-Rhône,2,84,2930,0.00 %,90.35 %,9.42 %,0.23 %,,,,
07056,Charnas,3,84,931,0.00 %,0.00 %,98.05 %,1.95 %,,,,
07058,Chassiers,3,84,1022,0.00 %,0.00 %,91.51 %,8.49 %,,,,
07059,Châteaubourg,3,84,244,0.00 %,0.00 %,88.74 %,11.26 %,,,,
07060,Châteauneuf-de-Vernoux,3,84,249,0.00 %,0.00 %,94.74 %,5.26 %,,,,
07061,Chauzon,3,84,386,0.00 %,0.00 %,99.24 %,0.76 %,,,,
07062,Chazeaux,3,84,139,0.00 %,0.00 %,95.45 %,4.55 %,,,,
07063,Cheminas,3,84,402,0.00 %,0.00 %,92.36 %,7.64 %,,,,
07064,Le Cheylard,3,84,2952,0.00 %,0.00 %,99.36 %,0.64 %,,,,
07065,Chirols,3,84,241,0.00 %,0.00 %,91.88 %,8.12 %,,,,
07066,Chomérac,3,84,3030,0.00 %,0.00 %,97.77 %,2.23 %,,,,
07067,Colombier-le-Cardinal,3,84,292,0.00 %,0.00 %,98.67 %,1.33 %,,,,
07068,Colombier-le-Jeune,3,84,573,0.00 %,0.00 %,89.90 %,10.10 %,,,,
07069,Colombier-le-Vieux,3,84,661,0.00 %,0.00 %,94.29 %,5.71 %,,,,
07070,Cornas,2,84,2237,0.00 %,89.80 %,8.72 %,1.48 %,,,,
07071,Coucouron,3,84,802,0.00 %,0.00 %,79.40 %,20.60 %,,,,
07072,Coux,3,84,1642,0.00 %,38.04 %,61.73 %,0.23 %,,,,
07073,Le Crestet,3,84,519,0.00 %,0.00 %,50.66 %,49.34 %,,,,
07074,Creysseilles,3,84,147,0.00 %,0.00 %,50.00 %,50.00 %,,,,
07075,Cros-de-Géorand,4,84,159,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07076,Cruas,3,84,3008,0.00 %,0.00 %,99.54 %,0.46 %,,,,
07077,Darbres,4,84,248,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07078,Davézieux,2,84,3162,0.00 %,89.18 %,10.82 %,0.00 %,,,,
07079,Désaignes,3,84,1111,0.00 %,0.00 %,67.00 %,33.00 %,,,,
07080,Devesset,4,84,295,0.00 %,0.00 %,4.31 %,95.69 %,,,,
07081,Dompnac,4,84,62,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07082,Dornas,4,84,207,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07083,Dunière-sur-Eyrieux,3,84,431,0.00 %,0.00 %,95.44 %,4.56 %,,,,
07084,Eclassan,3,84,1025,0.00 %,0.00 %,95.20 %,4.80 %,,,,
07085,Empurany,3,84,598,0.00 %,0.00 %,86.59 %,13.41 %,,,,
07086,Étables,3,84,906,0.00 %,0.00 %,79.79 %,20.21 %,,,,
07087,Fabras,3,84,410,0.00 %,0.00 %,98.96 %,1.04 %,,,,
07088,Faugères,4,84,100,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07089,Félines,3,84,1652,0.00 %,0.00 %,97.22 %,2.78 %,,,,
07090,Flaviac,3,84,1223,0.00 %,0.00 %,97.99 %,2.01 %,,,,
07091,Fons,3,84,329,0.00 %,0.00 %,99.13 %,0.87 %,,,,
07092,Freyssenet,4,84,47,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07093,Genestelle,4,84,276,0.00 %,0.00 %,1.71 %,98.29 %,,,,
07094,Gilhac-et-Bruzac,4,84,170,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07095,Gilhoc-sur-Ormèze,3,84,455,0.00 %,0.00 %,69.45 %,30.55 %,,,,
07096,Gluiras,4,84,369,0.00 %,0.00 %,24.82 %,75.18 %,,,,
07097,Glun,2,84,696,0.00 %,54.40 %,41.17 %,4.43 %,,,,
07098,Gourdon,4,84,88,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07099,Gras,3,84,635,0.00 %,0.00 %,69.91 %,30.09 %,,,,
07100,Gravières,3,84,474,0.00 %,0.00 %,91.55 %,8.45 %,,,,
07101,Grospierres,3,84,885,0.00 %,0.00 %,92.14 %,7.86 %,,,,
07102,Guilherand-Granges,1,84,10961,86.77 %,11.92 %,1.31 %,0.00 %,,,,
07103,Saint-Julien-d'Intres,4,84,329,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07104,Issamoulenc,4,84,91,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07105,Issanlas,4,84,102,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07106,Issarlès,4,84,145,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07107,Jaujac,3,84,1228,0.00 %,0.00 %,98.40 %,1.60 %,,,,
07108,Jaunac,4,84,127,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07109,Joannas,3,84,302,0.00 %,0.00 %,94.93 %,5.07 %,,,,
07110,Joyeuse,3,84,1721,0.00 %,0.00 %,93.95 %,6.05 %,,,,
07111,Juvinas,3,84,172,0.00 %,0.00 %,70.75 %,29.25 %,,,,
07112,Labastide-sur-Bésorgues,4,84,258,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07113,Labastide-de-Virac,4,84,301,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07114,Labatie-d'Andaure,4,84,206,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07115,Labeaume,3,84,677,0.00 %,0.00 %,79.99 %,20.01 %,,,,
07116,Labégude,2,84,1393,0.00 %,85.45 %,14.55 %,0.00 %,,,,
07117,Lablachère,3,84,2143,0.00 %,0.00 %,98.03 %,1.97 %,,,,
07118,Laboule,4,84,137,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07119,Le Lac-d'Issarlès,4,84,286,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07120,Lachamp-Raphaël,4,84,63,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07121,Lachapelle-Graillouse,4,84,199,0.00 %,0.00 %,2.06 %,97.94 %,,,,
07122,Lachapelle-sous-Aubenas,3,84,1604,0.00 %,0.00 %,99.31 %,0.69 %,,,,
07123,Lachapelle-sous-Chanéac,4,84,172,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07124,Lafarre,4,84,39,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07126,Lagorce,3,84,1160,0.00 %,0.00 %,70.75 %,29.25 %,,,,
07127,Lalevade-d'Ardèche,3,84,1107,0.00 %,0.00 %,100.00 %,0.00 %,,,,
07128,Lalouvesc,3,84,386,0.00 %,0.00 %,93.50 %,6.50 %,,,,
07129,Lamastre,3,84,2318,0.00 %,0.00 %,95.64 %,4.36 %,,,,
07130,Lanarce,4,84,200,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07131,Lanas,3,84,430,0.00 %,0.00 %,94.83 %,5.17 %,,,,
07132,Largentière,3,84,1629,0.00 %,0.00 %,99.29 %,0.71 %,,,,
07133,Larnas,4,84,238,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07134,Laurac-en-Vivarais,3,84,995,0.00 %,0.00 %,98.48 %,1.52 %,,,,
07136,Laveyrune,4,84,107,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07137,Lavillatte,4,84,57,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07138,Lavilledieu,3,84,2122,0.00 %,0.00 %,99.17 %,0.83 %,,,,
07139,Laviolle,4,84,109,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07140,Lemps,3,84,785,0.00 %,29.19 %,38.78 %,32.03 %,,,,
07141,Lentillères,3,84,231,0.00 %,0.00 %,78.90 %,21.10 %,,,,
07142,Lespéron,4,84,320,0.00 %,0.00 %,23.11 %,76.89 %,,,,
07143,Limony,3,84,758,0.00 %,0.00 %,97.35 %,2.65 %,,,,
07144,Loubaresse,4,84,41,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07145,Lussas,3,84,1159,0.00 %,0.00 %,96.32 %,3.68 %,,,,
07146,Lyas,3,84,601,0.00 %,33.98 %,64.72 %,1.30 %,,,,
07147,Malarce-sur-la-Thines,4,84,244,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07148,Malbosc,4,84,145,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07149,Marcols-les-Eaux,4,84,296,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07150,Mariac,3,84,572,0.00 %,0.00 %,89.12 %,10.88 %,,,,
07151,Mars,4,84,264,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07152,Mauves,2,84,1177,0.00 %,72.99 %,23.40 %,3.61 %,,,,
07153,Mayres,4,84,262,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07154,Mazan-l'Abbaye,4,84,122,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07155,Mercuer,3,84,1210,0.00 %,37.77 %,61.37 %,0.87 %,,,,
07156,Meyras,3,84,938,0.00 %,0.00 %,98.62 %,1.38 %,,,,
07157,Meysse,3,84,1319,0.00 %,0.00 %,97.27 %,2.73 %,,,,
07158,Mézilhac,4,84,95,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07159,Mirabel,3,84,654,0.00 %,0.00 %,81.29 %,18.71 %,,,,
07160,Monestier,3,84,61,0.00 %,0.00 %,66.67 %,33.33 %,,,,
07161,Montpezat-sous-Bauzon,3,84,797,0.00 %,0.00 %,91.98 %,8.02 %,,,,
07162,Montréal,3,84,572,0.00 %,0.00 %,98.32 %,1.68 %,,,,
07163,Montselgues,4,84,82,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07165,Belsentes,3,84,550,0.00 %,0.00 %,83.21 %,16.79 %,,,,
07166,Nozières,4,84,258,0.00 %,0.00 %,1.64 %,98.36 %,,,,
07167,Les Ollières-sur-Eyrieux,3,84,990,0.00 %,0.00 %,86.90 %,13.10 %,,,,
07168,Orgnac-l'Aven,3,84,585,0.00 %,0.00 %,76.95 %,23.05 %,,,,
07169,Ozon,3,84,398,0.00 %,0.00 %,76.30 %,23.70 %,,,,
07170,Pailharès,4,84,244,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07171,Payzac,3,84,536,0.00 %,0.00 %,78.17 %,21.83 %,,,,
07172,Peaugres,3,84,2148,0.00 %,0.00 %,97.48 %,2.52 %,,,,
07173,Péreyres,4,84,49,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07174,Peyraud,3,84,495,0.00 %,0.00 %,89.19 %,10.81 %,,,,
07175,Le Plagnal,4,84,77,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07176,Planzolles,4,84,135,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07177,Plats,3,84,854,0.00 %,0.00 %,90.70 %,9.30 %,,,,
07178,Pont-de-Labeaume,3,84,571,0.00 %,0.00 %,98.15 %,1.85 %,,,,
07179,Pourchères,3,84,131,0.00 %,0.00 %,63.50 %,36.50 %,,,,
07181,Le Pouzin,3,84,2879,0.00 %,0.00 %,99.65 %,0.35 %,,,,
07182,Prades,3,84,1213,0.00 %,0.00 %,99.67 %,0.33 %,,,,
07183,Pradons,3,84,470,0.00 %,0.00 %,98.52 %,1.48 %,,,,
07184,Pranles,3,84,491,0.00 %,0.00 %,54.93 %,45.07 %,,,,
07185,Préaux,3,84,690,0.00 %,0.00 %,76.29 %,23.71 %,,,,
07186,Privas,2,84,8266,0.00 %,93.86 %,5.87 %,0.27 %,,,,
07187,Prunet,4,84,132,0.00 %,0.00 %,13.93 %,86.07 %,,,,
07188,Quintenas,3,84,1630,0.00 %,0.00 %,97.41 %,2.59 %,,,,
07189,Ribes,3,84,295,0.00 %,0.00 %,96.79 %,3.21 %,,,,
07190,Rochecolombe,3,84,211,0.00 %,0.00 %,63.13 %,36.87 %,,,,
07191,Rochemaure,3,84,2281,0.00 %,46.61 %,52.16 %,1.23 %,,,,
07192,Rochepaule,4,84,259,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07193,Rocher,3,84,270,0.00 %,0.00 %,97.84 %,2.16 %,,,,
07194,Rochessauve,3,84,450,0.00 %,0.00 %,87.87 %,12.13 %,,,,
07195,La Rochette,4,84,59,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07196,Rocles,3,84,249,0.00 %,0.00 %,79.41 %,20.59 %,,,,
07197,Roiffieux,2,84,2785,0.00 %,66.50 %,32.09 %,1.41 %,,,,
07198,Rompon,3,84,1083,0.00 %,0.00 %,95.74 %,4.26 %,,,,
07199,Rosières,3,84,1190,0.00 %,0.00 %,91.83 %,8.17 %,,,,
07200,Le Roux,4,84,53,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07201,Ruoms,3,84,2253,0.00 %,0.00 %,99.55 %,0.45 %,,,,
07202,Sablières,4,84,164,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07203,Sagnes-et-Goudoulet,4,84,117,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07204,Saint-Agrève,3,84,2353,0.00 %,0.00 %,88.20 %,11.80 %,,,,
07205,Saint-Alban-d'Ay,3,84,1397,0.00 %,0.00 %,95.35 %,4.65 %,,,,
07206,Saint-Alban-en-Montagne,4,84,93,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07207,Saint-Alban-Auriolles,3,84,1091,0.00 %,0.00 %,99.42 %,0.58 %,,,,
07208,Saint-Andéol-de-Berg,4,84,123,0.00 %,0.00 %,3.54 %,96.46 %,,,,
07209,Saint-Andéol-de-Fourchades,4,84,53,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07210,Saint-Andéol-de-Vals,3,84,526,0.00 %,0.00 %,76.63 %,23.37 %,,,,
07211,Saint-André-de-Cruzières,3,84,464,0.00 %,0.00 %,89.24 %,10.76 %,,,,
07212,Saint-André-en-Vivarais,4,84,213,0.00 %,0.00 %,0.00 %,100.00 %,,,,
07213,Saint-André-Lachamp,4,84,154,0.00 %,0.00 %,39.06 %,60.94 %,,,,
