numero_uai,denomination_principale,dénomination complémentaire,code_postal_uai,localité_acheminement,departement,nature_uai,nature libellé,Ministère tutelle 
0631065R,ECOLE TECHNIQUE PRIVEE,ECOLE MOURLEVAT,63000,CLERMONT FERRAND,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631151J,ECOLE DE FORMATION TECHNIQUE,ENTSOA,63505,ISSOIRE CEDEX,063,320,LYCEE PROFESSIONNEL,DEFENSE
0631159T,LYCEE PROFESSIONNEL AGRICOLE,,63370,LEMPDES,063,320,LYCEE PROFESSIONNEL,AGRICULTURE
0631160U,ECOLE TECHNIQUE PRIVEE,,63000,CLERMONT FERRAND,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631162W,LYCEE AGRICOLE PRIVE,ST JOSEPH - BREUIL SUR COUZE,63340,LE BREUIL SUR COUZE,063,320,LYCEE PROFESSIONNEL,AGRICULTURE
0631223M,LYCEE PROFESSIONNEL AGRICOLE,DES COMBRAILLES - ST GERVAIS,63390,ST GERVAIS D AUVERGNE,063,320,LYCEE PROFESSIONNEL,AGRICULTURE
0631225P,LYCEE PROFESSIONNEL AGRICOLE,DE ROCHEFORT MONTAGNE,63210,ROCHEFORT MONTAGNE,063,320,LYCEE PROFESSIONNEL,AGRICULTURE
0631408N,LYCEE PROF PRIVE DES METIERS,LES CORDELIERS,63100,CLERMONT FERRAND,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631409P,LP LYCEE DES METIERS,CAMILLE CLAUDEL,63100,CLERMONT FERRAND,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631457S,LYCEE PROFESSIONNEL AGRICOLE,DES COMBRAILLES - PONTAUMUR,63380,PONTAUMUR,063,320,LYCEE PROFESSIONNEL,AGRICULTURE
0631480S,LP LYCEE DES METIERS,PIERRE BOULANGER,63430,PONT DU CHATEAU,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631560D,LYCEE AGRICOLE PRIVE,DE VERNET LA VARENNE,63580,LE VERNET CHAMEANE,063,320,LYCEE PROFESSIONNEL,AGRICULTURE
0631561E,LYCEE AGRICOLE PRIVE,D'ENNEZAT,63720,ENNEZAT,063,320,LYCEE PROFESSIONNEL,AGRICULTURE
0631562F,ECOLE AGRICOLE PRIVEE,SAINT JOSEPH,63340,LE BREUIL SUR COUZE,063,320,LYCEE PROFESSIONNEL,AGRICULTURE
0631594R,ECOLE TECHNIQUE PRIVEE,EC TECH PRIVEE MONTFERRANDAISE,63000,CLERMONT FERRAND,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631596T,ECOLE AGRICOLE PRIVEE,,63410,MANZAT,063,320,LYCEE PROFESSIONNEL,AGRICULTURE
0631668W,LP LYCEE DES METIERS,VERCINGETORIX,63540,ROMAGNAT,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631736V,LYCEE PROF PRIVE DES METIERS,GODEFROY DE BOUILLON,63037,CLERMONT FERRAND CEDEX 1,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631737W,LYCEE PROFESSIONNEL PRIVE,SAINT ALYRE,63037,CLERMONT FERRAND CEDEX 1,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0631813D,LYCEE PROFESSIONNEL AGRICOLE,,63390,ST GERVAIS D AUVERGNE,063,320,LYCEE PROFESSIONNEL,AGRICULTURE
0631974D,ECOLE AUVERGNE FORMATION,ECOLE AUVERGNE FORMATION,63000,CLERMONT FERRAND,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0632002J,ECOLE SECONDAIRE PROF.PRIVEE,ESTHETIQUE FOURNIER-BAPTISTINI,63000,CLERMONT FERRAND,063,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640012R,LYCEE PROFESSIONNEL,LOUIS DE FOIX,64103,BAYONNE CEDEX,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640013S,LP LYCEE DES METIERS,PAUL BERT,64100,BAYONNE,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640018X,LYCEE PROFESSIONNEL,LES ROCAILLES,64204,BIARRITZ CEDEX,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640026F,LP LYCEE DES METIERS,DE L'HABITAT ET L'INDUSTRIE,64110,GELOS,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640028H,LYCEE PROFESSIONNEL,AIZPURDI,64700,HENDAYE,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640031L,LYCEE PROFESSIONNEL,ANDRE CAMPA,64110,JURANCON,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640040W,LP LYCEE DES METIERS,JEAN-PIERRE CHAMPO,64130,MAULEON SOULE,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640042Y,LP LYCEE DES METIERS,HAUTE VUE,64160,MORLAAS,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640049F,LP LYCEE DES METIERS,LYCEE GUYNEMER,64404,OLORON STE MARIE CEDEX,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640050G,LP LYCEE DES METIERS,DU 4 SEPTEMBRE 1870,64400,OLORON STE MARIE,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640053K,LP LYCEE DES METIERS,FRANCIS JAMMES,64301,ORTHEZ CEDEX,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640058R,LYCEE PROFESSIONNEL,HONORE BARADAT,64050,PAU CEDEX 9,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640066Z,LP LYCEE DES METIERS,RAMIRO ARRUE,64500,ST JEAN DE LUZ,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640079N,LYCEE PROFESSIONNEL,PIERRE ET MARIE CURIE,64150,MOURENX,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640080P,LP LYCEE DES METIERS,MOLIERE,64301,ORTHEZ CEDEX,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640098J,LP LYCEE DES METIERS,D'ART GABRIEL HAURE-PLACE,64800,COARRAZE,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640179X,LYCEE PROFESSIONNEL PRIVE,LE GUICHOT,64100,BAYONNE,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640180Y,ECOLE TECHNIQUE PRIVEE,EC.SECRETARIAT COMMERCIAL,64200,BIARRITZ,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640181Z,LYCEE PROF PRIVE DES METIERS,ST JOSEPH,64240,HASPARREN,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640184C,LYCEE PROFESSIONNEL PRIVE,MONTPENSIER,64051,PAU CEDEX 9,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640189H,LYCEE PROFESSIONNEL PRIVE,ST VINCENT DE PAUL,64051,PAU CEDEX 9,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640192L,ECOLE TECHNIQUE PRIVEE,ECOLE D ESTHETIQUE,64000,PAU,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640224W,ECOLE SECONDAIRE PROF.PRIVEE,EC.LOUIS EDOUARD CESTAC,64600,ANGLET,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0640233F,LYCEE PROFESSIONNEL AGRICOLE,,64110,GELOS,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0640234G,ECOLE AGRICOLE PRIVEE,INSTITUT JEAN ERRECART,64120,ST PALAIS,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0640253C,LYCEE PROFESSIONNEL AGRICOLE,D'ORTHEZ,64300,ORTHEZ,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0640254D,LYCEE PROFESSIONNEL AGRICOLE,D'OLORON STE MARIE,64404,OLORON STE MARIE CEDEX,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641386J,ECOLE TECHNIQUE PRIVEE,EC.D ESTHETIQUE,64201,BIARRITZ CEDEX,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0641387K,ECOLE TECHNIQUE PRIVEE,AVIONS M.DASSAULT BREGUET,64200,BIARRITZ,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0641408H,LYCEE PROFESSIONNEL PRIVE,STE BERNADETTE,64190,AUDAUX,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0641533U,ECOLE AGRICOLE PRIVEE,CTRE D ENSEIGNEMENT RURAL M,64520,BARDOS,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641534V,LYCEE AGRICOLE PRIVE,DE BAUDREIX - NAY,64800,BAUDREIX,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641535W,LYCEE AGRICOLE PRIVE,A. DAVID - HASPARREN,64240,HASPARREN,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641536X,ECOLE AGRICOLE PRIVEE,CTRE AGRICOLE STE ELIZABETH,64240,HASPARREN,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641537Y,ECOLE AGRICOLE PRIVEE,CTRE FAM AG FEM RUR B.IKHASGIA,64130,MAULEON SOULE,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641538Z,LYCEE AGRICOLE PRIVE,DE BERROGAIN - MAULEON,64130,BERROGAIN LARUNS,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641539A,LYCEE AGRICOLE RURAL PRIVE,,64130,MENDITTE,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641540B,ECOLE AGRICOLE PRIVEE,LYC.TECHNOLOGIQUE PRIVE,64800,NAY,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641541C,ECOLE AGRICOLE PRIVEE,CTRE D ENS FEM RUR ST ETIENNE,64430,ST ETIENNE DE BAIGORRY,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641542D,LYCEE AGRICOLE PRIVE,FRANTSES ENIA - ST JEAN PIED D,64220,ST JEAN PIED DE PORT,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641543E,ECOLE AGRICOLE PRIVEE,CTRE FEMININ AGRIC ARGIZABAL,64220,ST JEAN PIED DE PORT,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641544F,ECOLE AGRICOLE PRIVEE,CTRE D ENS AGRICOLE ST MICHEL,64120,ST JUST IBARRE,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641545G,INSTITUT AGRICOLE PRIVE,ST J. ERRECART - ST PALAIS,64120,ST PALAIS,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641546H,ECOLE AGRICOLE PRIVEE,CENTRE AGRICOLE GARICOITS-ENIA,64120,ST PALAIS,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641547J,LYCEE AGRICOLE PRIVE,ST CHRISTOPHE - ST PEE SUR,64310,ST PEE SUR NIVELLE,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641548K,LYCEE AGRICOLE PRIVE,N.D - SAUVETERRE,64390,SAUVETERRE DE BEARN,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641549L,ECOLE AGRICOLE PRIVEE,CTRE FEM AGRIC STE THERESE,64480,USTARITZ,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0641663K,LYCEE PROFESSIONNEL PRIVE,STE ANNE,64604,ANGLET CEDEX,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0641664L,LYCEE PROF PRIVE DES METIERS,IMMAC.CONCEPT.BEAU FRENE,64051,PAU CEDEX 9,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0641665M,LYCEE PROFESSIONNEL PRIVE,LE BEAU RAMEAU IGON,64800,IGON,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0641705F,LP PRIVE DES METIERS,ST-JOSEPH,64480,USTARITZ,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0641770B,LYCEE PROFESSIONNEL MARITIME,,64500,CIBOURE,064,320,LYCEE PROFESSIONNEL,MER
0641807S,ECOLE SECONDAIRE PROF.PRIVEE,ECOLE COIFFURE CENTRE JORLIS,64600,ANGLET,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0641841D,LYCEE PROFESSIONNEL MARITIME,,64503,ST JEAN DE LUZ CEDEX,064,320,LYCEE PROFESSIONNEL,MER
0641900T,ECOLE ESTHETIQUE COSMETIQUE,JOFFRE - KARINE MONCLA,64000,PAU,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0641911E,ECOLE SECONDAIRE PROF.PRIVEE,FORMATION COIFFURE,64000,PAU,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0642036R,ECOLE D'ESTHETIQUE APPLIQUEE,EDEA,64320,BIZANOS,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0642058P,ECOLE TECHNIQUE PR DE COIFFURE,VOCATION COIFFEUR,64000,PAU,064,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0642078L,LYCEE AGRICOLE PRIVE,DE BAUDREIX,64800,BAUDREIX,064,320,LYCEE PROFESSIONNEL,AGRICULTURE
0650007E,LYCEE PROFESSIONNEL,,65200,BAGNERES DE BIGORRE,065,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0650014M,LP LYCEE DES METIERS,DE L'ARROUZA,65101,LOURDES CEDEX,065,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0650023X,LYCEE PROFESSIONNEL,FERNAND DURAND,65270,ST PE DE BIGORRE,065,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0650028C,LP LYCEE DES METIERS,SIXTE VIGNON,65801,AUREILHAN CEDEX,065,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0650029D,LYCEE PROFESSIONNEL,REFFYE,65016,TARBES CEDEX,065,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0650035K,LYCEE PROFESSIONNEL,PIERRE MENDES FRANCE,65501,VIC EN BIGORRE CEDEX,065,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0650041S,LP LYCEE DES METIERS,JEAN DUPUY,65016,TARBES CEDEX,065,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0650067V,LYCEE PROFESSIONNEL PRIVE,VINCENT DE PAUL,65000,TARBES,065,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0650138X,LYCEE PROFESSIONNEL AGRICOLE,DE TARBES,65000,TARBES,065,320,LYCEE PROFESSIONNEL,AGRICULTURE
0650668Y,ECOLE DE FORMATION TECHNIQUE,NORMALE ATELIER CONSTRUCTION,65000,TARBES,065,320,LYCEE PROFESSIONNEL,DEFENSE
0650874X,LP LYCEE DES METIERS,LAUTREAMONT,65016,TARBES CEDEX,065,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0650883G,LYCEE PROFESSIONNEL PRIVE,PEYRAMALE ST JOSEPH,65100,LOURDES,065,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0650886K,LYCEE PROF PRIVE DES METIERS,SAINT-PIERRE PRADEAU LA SEDE,65000,TARBES,065,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0651071L,ECOLE TECHNIQUE PRIVEE,ESTHETIQUE ET COIFFURE ESTHER,65300,LANNEMEZAN,065,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660026V,LP LYCEE DES METIERS,ALFRED SAUVY,66740,VILLELONGUE DELS MONTS,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660039J,LYCEE PROFESSIONNEL AGRICOLE,DE RIVESALTES,66602,RIVESALTES CEDEX,066,320,LYCEE PROFESSIONNEL,AGRICULTURE
0660041L,LYCEE PROFESSIONNEL,AL SOL,66027,PERPIGNAN CEDEX,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660070T,ECOLE 2D DEGRE PROF.PRIVEE,BOBO,66000,PERPIGNAN,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660072V,LYCEE D ENS.PROFESSIONN.PRIVE,DE LA CAISSE ALLOCATIONS FAM.,66650,BANYULS SUR MER,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660073W,ECOLE TECHNIQUE PRIVEE,JOURET,66000,PERPIGNAN,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660074X,ECOLE SECONDAIRE PROF.PRIVEE,INST TECH COMMERCIALES I.T.C.,66000,PERPIGNAN,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660076Z,ECOLE TECHNIQUE PRIVEE,REMINGTON,66000,PERPIGNAN,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660520G,LYCEE PROFESSIONNEL,LEON BLUM,66103,PERPIGNAN CEDEX,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660631C,LYCEE AGRICOLE PRIVE,LE MAS BLANC - BOURG MADAME,66760,BOURG MADAME,066,320,LYCEE PROFESSIONNEL,AGRICULTURE
0660632D,LYCEE AGRICOLE PRIVE,BEAUSOLEIL - CERET,66403,CERET CEDEX,066,320,LYCEE PROFESSIONNEL,AGRICULTURE
0660645T,ECOLE TECHNIQUE PRIVEE,RIESTER,66000,PERPIGNAN,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660680F,ECOLE TECHNIQUE PRIVEE,D'ESTHETIQUE GALATEE,66000,PERPIGNAN,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660685L,ECOLE TECHNIQUE PRIVEE,SAINT DOMINIQUE,66500,PRADES,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660756N,ECOLE SECONDAIRE PROF.PRIVEE,ESTHET COIFFURE GIORGIFONT II,66000,PERPIGNAN,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660762V,ECOLE SECONDAIRE PROF.PRIVEE,CTRE FORMATION SECURIFORM,66330,CABESTANY,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660806T,ECOLE SECONDAIRE PROF.PRIVEE,PERPIGNAN FOOTBALL CLUB,66100,PERPIGNAN,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660876U,ECOLE 2D DEGRE PROF.PRIVEE,SUD FORMATION CCI PERPIGNAN,66004,PERPIGNAN CEDEX,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660908D,LYCEE PROFESSIONNEL,UNITE  PEDAG LCL P COUBERTIN,66340,OSSEJA,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660911G,ECOLE 2D DEGRE PROF.PRIVEE,ESTHÉTIQUE COSMÉTIQUE SANKALI,66330,CABESTANY,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660912H,ECOLE 2D DEGRE PROF.PRIVEE,DU VALLESPIR,66161,LE BOULOU CEDEX,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0660937K,ECOLE 2D DEGRE PROF.PRIVEE,EC METIERS PYRENEES-ORIENT,66600,RIVESALTES,066,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0670006T,LP LYCEE DES METIERS,PHILIPPE-CHARLES GOULDEN,67241,BISCHWILLER CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0670024M,LP LYCEE DES METIERS,ANDRE SIEGFRIED,67504,HAGUENAU CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0670043H,LYCEE PROFESSIONNEL,CAMILLE SCHNEIDER,67120,MOLSHEIM,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0670050R,LP LYCEE DES METIERS,PAUL-EMILE VICTOR,67210,OBERNAI,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0670058Z,LP LYCEE DES METIERS,JULES VERNE,67703,SAVERNE CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0670062D,LYCEE PROFESSIONNEL,ARISTIDE BRIAND,67301,SCHILTIGHEIM CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0670067J,LYCEE PROFESSIONNEL,HAUTE-BRUCHE,67131,SCHIRMECK CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0670090J,LYCEE PROFESSIONNEL,PIERRE BROUSSE,67017,STRASBOURG CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0670127Z,LP LYCEE DES METIERS,JEAN-FREDERIC OBERLIN,67001,STRASBOURG CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0670130C,LYCEE PROFESSIONNEL,,67163,WISSEMBOURG CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0671631J,LYCEE D ENS.PROFESSIONN.PRIVE,ECOLE AIR ET VIE,67440,MARMOUTIER,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0671632K,LYCEE PROFESSIONNEL PRIVE,DE DIETRICH,67891,NIEDERBRONN CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0671634M,ECOLE SECONDAIRE PROF.PRIVEE,EUROPEENNE DE BEAUTE,67300,SCHILTIGHEIM,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0671637R,ECOLE TECHNIQUE PRIVEE,ITCI,67000,STRASBOURG,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0671644Y,LYCEE D ENS.PROFESSIONN.PRIVE,LEP PRIVE MIXTE,67350,PFAFFENHOFFEN,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0671658N,LYCEE D ENS.PROFESSIONN.PRIVE,ECOLE LIBRE STE ANNE,67100,STRASBOURG,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0671679L,LYCEE PROFESSIONNEL PRIVE,SAINTE THERESE,67970,OERMINGEN,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0671694C,LYCEE PROFESSIONNEL,,67150,ERSTEIN,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0671695D,LYCEE PROFESSIONNEL,CLAUDE CHAPPE,67703,SAVERNE CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0671696E,LP LYCEE DES METIERS,ET CFA SCHWEISGUTH,67606,SELESTAT CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0671779V,LYCEE PROFESSIONNEL AGRICOLE,D'ERSTEIN,67152,ERSTEIN CEDEX,067,320,LYCEE PROFESSIONNEL,AGRICULTURE
0671982R,LYCEE PROFESSIONNEL,JEAN-JACQUES ROUSSEAU,67037,STRASBOURG CEDEX 2,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672118N,LYCEE AGRICOLE PRIVE,SCHATTENMANN - BOUXWILLER,67330,BOUXWILLER,067,320,LYCEE PROFESSIONNEL,AGRICULTURE
0672297H,ECOLE TECHNIQUE PRIVEE,2ND CYCLE COURT,67000,STRASBOURG,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672299K,LYCEE PROFESSIONNEL PRIVE,INSTITUTION STE PHILOMENE,67504,HAGUENAU CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672305S,LYCEE PROFESSIONNEL DES METIER,INSTITUTION STE CLOTILDE,67083,STRASBOURG CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672307U,ECOLE SECONDAIRE PROF.PRIVEE,BISCHETTI,67000,STRASBOURG,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672464P,LYCEE PROFESSIONNEL PRIVE,ORT,67000,STRASBOURG,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672465R,ECOLE TECHNIQUE PRIVEE,ECOLE TECHNIQUE D'ESTHETIQUE,67000,STRASBOURG,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672517X,ECOLE TECHNIQUE PRIVEE,ECOLE PRIVEE D'ESTHETIQUE,67500,,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672583U,ECOLE TECHNIQUE PRIVEE,CENTRE PRIVE FORMAT. GENERALE,67000,STRASBOURG,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672598K,ECOLE 2D DEGRE PROF.PRIVEE,INSTIT. DE FORMATION COMPTABLE,67000,STRASBOURG,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672602P,LYCEE PROFESSIONNEL PRIVE,CHARLES DE FOUCAULD,67306,SCHILTIGHEIM CEDEX,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672682B,ECOLE 2D DEGRE PROF.PRIVEE,EC.PRIVEE CARRIERES DE LA MODE,67000,STRASBOURG,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672904T,ECOLE 2D DEGRE PROF.PRIVEE,L'ICE SERGE COMTESSE,67000,STRASBOURG,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
0672997U,ECOLE TECHNIQUE.PRIVEE,ELYSEES MARBEUF,67000,STRASBOURG,067,320,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE
